run_date	section	account_id	account_name	type	csm_name	event_date	day_offset
2026-05-18	recent_start	0010G000027vcoyQAA	Asana	Customer	Matthew Brown	2026-04-01	47
2026-05-18	recent_start	001Qj00000u1EofIAE	Capsa Healthcare	Customer	Matthew Brown	2026-02-12	95
2026-05-18	recent_start	001Qj00000jmMacIAE	Truveta	Customer	Matthew Brown	2026-02-01	106
2026-05-18	recent_start	001Qj0000125lcbIAA	Spokeo	Customer	Matthew Brown	2026-02-01	106
2026-05-18	recent_start	001Rm00000xWb46IAC	Spot-On	Customer	Matthew Brown	2026-02-01	106
2026-05-18	upcoming_renewal	001F00000170rOOIAY	Okta	Customer	Steven Nguyen	2026-05-31	13
2026-05-18	upcoming_renewal	001F00000170rOWIAY	Oracle	Customer	Steven Nguyen	2026-05-31	13
